file_name, red_mean, green_mean, blue_mean, grayscale_mean, variance, std_deviation
red_model_10_64.jpeg, 0.8304084329044444, 0.7732019761029626, 0.7715992647059124, 0.7822552849264954, 0.2338323636038204, 0.48356216105462635
red_model_11_64.jpeg, 0.8730794270833613, 0.7318187040441383, 0.7149299172794272, 0.7484059053309094, 0.3033783745077893, 0.5507979434491285
red_model_12_64.jpeg, 0.3602615655637259, 0.2641429227941195, 0.28522614123774775, 0.29768784466911885, 0.546289059623586, 0.7391136987119005
red_model_13_64.jpeg, 0.5637274050245211, 0.2869006587009659, 0.338939950980382, 0.38107862285539046, 0.601231106951031, 0.7753909381409039
red_model_14_64.jpeg, 0.5468711703431265, 0.521936274509788, 0.4789493336396804, 0.4947428385416435, 0.3593931525452763, 0.5994940804922734
red_model_15_64.jpeg, 0.9001991421568977, 0.7267807904411884, 0.7098757276348213, 0.750010531556395, 0.28823394225219406, 0.5368742331796098
red_model_16_64.jpeg, 0.8710477941176751, 0.7615435431985474, 0.7771178002451214, 0.7943120021446279, 0.19029340006855625, 0.4362263174873293
red_model_18_64.jpeg, 0.361748429840695, 0.20728496476716324, 0.2059560738357886, 0.23785998774510425, 0.6217278171584599, 0.7884971890618634
red_model_17_64.jpeg, 0.5759420955882341, 0.4250287224264647, 0.45727730545342454, 0.4782887178308798, 0.543009705400496, 0.7368919224692967
red_model_1_64.jpeg, 0.6531115962009713, 0.4671386718749996, 0.5423636642156859, 0.5587373621323563, 0.32040775349671147, 0.5660457167903591
red_model_20_64.jpeg, 0.9078077129289525, 0.8115885416666945, 0.8065180759804168, 0.8270143995098328, 0.20251616891918456, 0.45001796510715497
red_model_19_64.jpeg, 0.7495998008578436, 0.48811561734068815, 0.6353113511029399, 0.6470722273284321, 0.26058963163316146, 0.5104798053137474
red_model_22_64.jpeg, 0.9280244715073641, 0.8249119178921556, 0.7893152573529402, 0.8186676623774586, 0.30180258621474687, 0.5493656216171038
red_model_21_64.jpeg, 0.7009545419730185, 0.6230880438112758, 0.5649662990196027, 0.5968386182597935, 0.3998801248690764, 0.6323607553201546
red_model_23_64.jpeg, 0.9264456954656952, 0.8339326746323538, 0.8348115808823495, 0.8514552696078438, 0.2362715582460346, 0.4860777286052454
red_model_24_64.jpeg, 0.7617350260416673, 0.5419404871323531, 0.627990004595577, 0.6482527190563611, 0.2091470217219064, 0.45732594691522416
red_model_25_64.jpeg, 0.8347081801471001, 0.7449429381127404, 0.7639188878676666, 0.7756788066789406, 0.1615524492168146, 0.4019358769963371
red_model_3_64.jpeg, 0.6783777573529305, 0.4948921951593175, 0.5187672334558738, 0.5490176930147003, 0.3550816467751419, 0.595887276903226
red_model_2_64.jpeg, 0.5219697840073555, 0.2881328507965682, 0.3262350643382343, 0.3631050857843114, 0.568936583017772, 0.7542788496423402
red_model_5_64.jpeg, 0.4872472426470614, 0.3327081418504901, 0.34274471507353393, 0.37088886335784926, 0.4999824506252661, 0.707094371795778
red_model_4_64.jpeg, 0.5718682981004966, 0.4691473268995102, 0.4726639093137193, 0.49172219669117134, 0.44353557434880475, 0.6659846652504882
red_model_6_64.jpeg, 0.6722254136029323, 0.3116680070465594, 0.4675446155024379, 0.4979166666666604, 0.33131656093810224, 0.5756010432044945
red_model_7_64.jpeg, 0.870972158394631, 0.587650314031862, 0.6018095128676431, 0.6563160615808926, 0.4311830328190159, 0.6566452869084007
red_model_8_64.jpeg, 0.5674957873774465, 0.357861328124995, 0.33963982077205385, 0.3874348958333285, 0.5383610448136794, 0.7337309076314554
red_model_9_64.jpeg, 0.8401357613358018, 0.7401989506740326, 0.7269981234681503, 0.7509306066176592, 0.34540094509808184, 0.5877082142509851
